key,balance,balanceEligible,balanceAtStart, isDisqualified, isNode, isActive,isEligibleFor_1_2,isEligibleFor_1_3
SRLvrnZ1nZxHYsZ8rirkVeNCo6UTWqEfAV,0,0,0, no, no, no,no,no
SRMF5JZyXban6ovbmPWkozUZ7VWmXCN2s5,500,500,0, no, no, no,no,no
SRMwZbYmd5WuW3UrC3MthQixscGUjjQamE,5000,5000,0, no, no, no,yes,no
SRNb4XrWHQMwoiTWzUWoPCq3SUwMMSp3aY,250,250,0, no, no, no,no,no
SRRfdxdAzWozmmooN7Sr4by7cyfv1giwXN,0,0,0, no, no, no,no,no
SRSASJXpGhwTdCgrFXSBUyxhfL46TBbiBE,250,250,0, no, no, no,no,no
SRTxN3cjmFZY9A6j152BNZxbXCZ2SRcrpC,100,100,0, no, no, no,no,no
SRUNv6yLsMCxj5gKk4ZaXiNuQHw6GzBqgP,40,40,0, no, no, no,no,no
SRUn5L8umHjEfNYZZmo78h5815Jdz5A11p,250,250,0, no, no, no,no,no
SRVsY7jFz12XWxRMPzejXeRHYUeSkCH2Qq,250,250,0, no, no, no,no,no
SRWpYM16MHRLJrUqJUEPeMJhbKLjxPMTyq,1000,1000,0, no, no, no,yes,no
SRaHFD3x2sCuX8bTQtp2PHNBuom2Fdcrm4,1000,1000,0, no, no, no,yes,no
SRaaTD7oUXKRCtud7eRfHSURwuuLR9wUCT,250,250,0, no, no, no,no,no
SRat9sDyECj7tApNia3iEoZa4Q4NTZGQ4i,250,250,0, no, no, no,no,no
SRbr2LweU4aXtrLCBkNFe3XHyjDqckxfDH,1000,1000,0, no, no, no,yes,no
SRc7XYkKsUtrqHJM7t11k7RaVDRwVnkBoK,1000,1000,0, no, no, no,yes,no
SRdSBrSexSXjDFTFH2yxzM5FTGU7LaTQm2,248,248,0, no, no, no,no,no
SReVe4BLSYuewJ3iEbXd1Wu8o4JwvavmE4,1000,1000,0, no, no, no,yes,no
SRerPx55j7rr2WC5m5RZ7gYhyheuNN8VPP,2000,2000,0, no, no, no,yes,no
SRgkCj1qgf43NXYpsLVKgANvbau44sG754,250,250,0, no, no, no,no,no
SRgkbDYd35TMmUmFammtirPfkSwBFbkbYV,250,250,0, no, no, no,no,no
SRgzVpqtoLGG2PXEXvJW718SBnfe1VrdRH,250,250,0, no, no, no,no,no
SRh2hkRRkq7xdSbyGPEhtDwVvVgHhACjpj,250,250,0, no, no, no,no,no
SRh3e3ciegocMf5BGe5rhh4SAWs3nzj4py,250,250,0, no, no, no,no,no
SRhAs7v7HegaePSwkCQbABQ3m6aaaaRbSn,250,250,0, no, no, no,no,no
SRi5xhB2KirNcgQ6ZteL8m5nj6iFFUFERq,219,219,0, no, no, no,no,no
SRjxfWpLq3nWa9vjANvXAgGCsB8EpKaumx,250,250,0, no, no, no,no,no
SRk4SKUuaFDAD2ebesVbujRUL17B42PAks,5000,5000,0, no, no, no,yes,no
SRkJg31FMEmFo7kmYJ3z5p6kGRbj8pdRoS,15116,15116,0, no, no, no,yes,no
SRknmaUBj72PMX8efRw48hG9ob5eTwsCA1,91000,91000,0, no, no, no,yes,no
SRmPhsGoxo479iMQ197uwmmTK5E69r2EQC,250,250,0, no, no, no,no,no
SRmkZUpRfuwrnMn7uJLhbkWJNv8eRcZuQo,250,250,0, no, no, no,no,no
SRmtTpN11v8P2nfGKjGscpRQKxpLYK4YzK,250,250,0, no, no, no,no,no
SRmz8BV5o7akqWQv2xKZ71rBuk9Yzkgrym,250,250,0, no, no, no,no,no
SRnVRWT4kbGdqjKNzEJeVwYVdBjMJgrvzF,1000,1000,0, no, no, no,yes,no
SRqDLX2HieBfgy3j3xeLXcUZoHiEa2YmM7,250,250,0, no, no, no,no,no
SRqTPCmF7FPK1X54hJEhdqZtkhZDZk8Uqw,250,250,0, no, no, no,no,no
SRqd6Y5S98ijiK1DhN7LKCzTAjPhipmdsB,500,500,0, no, no, no,no,no
SRrSZ4oYqL5XJLBLvaA9CHCaAdhvfkPWyM,250,250,0, no, no, no,no,no
SRrTiXMKQeJGs5kcjhpDHQ3QbtXgyFXNry,726,726,0, no, no, no,no,no
SRsoLHRZ3ctvNisr2FdZqHXtAcLVH3hhew,250,250,0, no, no, no,no,no
SRuQuL7AJfT8YX5DT2t8TC93GG52M1QjNo,250,250,0, no, no, no,no,no
SRug2TY8qRkqm1ERwuoWe6RE6hi1VYW7zu,250,250,0, no, no, no,no,no
SRxRe3Zs4Cnxo49G4ihWt9NccpvZeiBV6U,250,250,0, no, no, no,no,no
SRyTUMt3zKorfwMksFYxToU4V3JbVjKMYP,20,20,0, no, no, no,no,no
SRyqXbnsKmfkMFRraHxSu9NoCrRNeNB4XM,250,250,0, no, no, no,no,no
SRzGajgWLr388JrWxUTNDGCGDHehab4b4H,250,250,0, no, no, no,no,no
SRzNW7EEjBc4fKZpVtHQY6DZXRPRyX8zc8,0,0,0, no, no, no,no,no
SRzPRkZookyqvPEtpSzqBPw1bHES6VP3CZ,0,0,0, no, no, no,no,no
SRzfAUMZxd5W6AGWsfMoo66xFxmR8oJ2vb,500,500,0, no, no, no,no,no
SS1ETGVc2a35PVnB4FDxa4EA6BQ8SdxqzN,250,250,0, no, no, no,no,no
SS3DVKEhPQVsyM6fmbLSwkeWhGjscwMGr9,250,250,0, no, no, no,no,no
SS434gZrN2x53VjkpW1sg5UFwgjXRN5U3J,500,500,0, no, no, no,no,no
SS5KTBP85cyKUfzEWyfcx5rVkyYnkfGfiX,250,250,0, no, no, no,no,no
SS62kBn5Ymq9dTntwcmBAWrJiyWKBGQfnV,250,250,0, no, no, no,no,no
SS766riNSJt7E3qhe1UjERfYoFiaCrKukL,250,250,0, no, no, no,no,no
SS7dmHFws8aNKqN4gCMW2aeeucJnbNooyn,0,0,0, no, no, no,no,no
SS8SXLhXRBZfsS9hNjBfhHUyECyUd4mVEk,250,250,0, no, no, no,no,no
SSCNN4GZJHh4zYzWbu8kVVVXQ4wzeyRqhN,250,250,0, no, no, no,no,no
SSCfBeVkPyETe2YbcUGX3RNBoG4m2ArpEo,250,250,0, no, no, no,no,no
SSDZvxtnL6vRPkTpbkJr7tK2CDMm1KoJds,49,49,0, no, no, no,no,no
SSE8A7o61qkUFcxV83vMqZZJ1eHrRyZvwy,250,250,0, no, no, no,no,no
SSFG56rFSMPKEPUpNNwR6HRi3hE8NnKbTA,3751,3751,0, no, no, no,yes,no
SSGuYajDTA99wLKqwEdKAiBj3bdMfrBZgb,250,250,0, no, no, no,no,no
SSHwSKq6PqqKPjjf1iGHSWMDaRzSGqav32,1000,1000,0, no, no, no,yes,no
SSJ7CQEgqEJVmDkSo8H6UcqBBHwFvwNSwY,250,250,0, no, no, no,no,no
SSJEfcLAyiKEZRWzwr2MTzgJmqvBbggZM3,250,250,0, no, no, no,no,no
SSJEkVsZYddVVB8Jizh8tkE1FTrjNe5S5v,25000,25000,0, no, no, no,yes,no
SSJHgBbVFRgzWRLWP3ebz9XPWGmTxnjGWY,500,500,0, no, no, no,no,no
SSJb3habf9vhyd7hwGijsUwXt2BnxuT3Sg,250,250,0, no, no, no,no,no
SSJoohASz4JdLxF7U4ApWEn1v3LvKXDXh8,0,0,0, no, no, no,no,no
SSKvUyD7a3xbpxMRj3AHeDsADcL54BEs2h,250,250,0, no, no, no,no,no
SSMDFQCLSM1eTMFi1DZbrrgxWrv5XMnubL,1500,1500,0, no, no, no,yes,no
SSPXuHT6VNqsodU5NyM6so3UDiABqBE1Tx,250,250,0, no, no, no,no,no
SSPbjCYAGXezPcEU1z24Pw93V6TNjWMccv,46505,46505,0, no, no, no,yes,no
SSPpXEa5o7QAgAM5TtPy7wg8Q3151Bc9sZ,250,250,0, no, no, no,no,no
SSQdN8fCCZ2xwKszSGoz7GZz6Doenwvuu3,500,500,0, no, no, no,no,no
SSQqBtPNCyE42YxpJhcBUxo4btACoscBQP,1057,1057,0, no, no, no,yes,no
SSRZicgxHK85FyfHdNmu8EqSGBCyXiyXnZ,250,250,0, no, no, no,no,no
SSSfrCE1qrBPxj3NyTvPwHF9LxkTQkwu1q,250,250,0, no, no, no,no,no
SSSjrR6N3N1ViCNXn8eXpjGVo4efj8nnq1,250,250,0, no, no, no,no,no
SSSoPyAUzqknDWsaB5mrwngFBtMcKVb97w,250,250,0, no, no, no,no,no
SSSvva7sL4W49ki5eYB1ChTVunVPeZ5K3x,250,250,0, no, no, no,no,no
SSTryUqqtWohZrSpn9ZoCvUfqFobbKM7u2,250,250,0, no, no, no,no,no
SSUYfpxJgGhVjjGSND4LpN35qW6LkNQK3T,0,0,0, no, no, no,no,no
SSUYspAKSMpJVZsCjZd84YUE2cAUzxaB6U,1000,1000,0, no, no, no,yes,no
SSUcEMjbQRDeyg2xwEsrKeq5LreMqPG8W7,250,250,0, no, no, no,no,no
SSVmD3kSvtLS5LpmAxGitoGLDSDHfVa24A,250,250,0, no, no, no,no,no
SSXtAtC1XPFbQwutmU966zhdib4DekAbRX,250,250,0, no, no, no,no,no
SSYG1UhqwiDtuSeuK9wv1Q6V3QjJ7zhuDK,1000,1000,0, no, no, no,yes,no
SSYjEg7gNMoFhBapcRuXdyMFtuiRhWh6Aa,250,250,0, no, no, no,no,no
SScfwspj99qADRBqXiduosecJiMh2aJ5Fd,250,250,0, no, no, no,no,no
SSdNhqjhaTd37TVZtMr56FZpey7kwm68Cn,250,250,0, no, no, no,no,no
SSdpsWJtbJD5vPgfYx1uqVXwszzyVxGANk,500,500,0, no, no, no,no,no
SSe3EEC4e8Cr9vA1F8Crjvkmbjt98cFqXZ,5000,5000,0, no, no, no,yes,no
SSeJ66Bi9htDjHeMjd2C7Lh6hn7PwQb58z,250,250,0, no, no, no,no,no
SSfWHL7WxDHGC9Lg413pi6SzsHYGikC7Pi,500,500,0, no, no, no,no,no
SSgtwSUQ2qcgd8KDMp2X59Q7HJvSMzyJwz,2,2,0, no, no, no,no,no
SSj1ncHY4bMXo6w73fKpotasean9wfgcr2,250,250,0, no, no, no,no,no
SSj3Ef1c7LRSaCrCAZmMNCYSWb6a2ga6q7,250,250,0, no, no, no,no,no
SSjWri6kpFXrm8e3pQKTMoJWw5AhtshQmX,25000,25000,0, no, no, no,yes,no
SSjk5V4qw4DBXK7ZeucdeMhw3AxVbTvCpA,250,250,0, no, no, no,no,no
SSkrZcSePzwNuVq4xnfkeuPnWt7Cxv5GeE,0,0,0, no, no, no,no,no
SSmMGMJpHqZg8yKVZk9emmqD6PhScKLM9J,1750,1750,0, no, no, no,yes,no
SSnkbxiJhsrQ3RMpWJadLnyrKaUZTCUXkS,0,0,0, no, no, no,no,no
SSocH6dhbCMNBzZ25xR9r62SAmTFaMkEJp,20,20,0, no, no, no,no,no
SSp9nfCsQLniBm1ENZ3hA5EmKfJDXWCfQB,250,250,0, no, no, no,no,no
SSpBPMHZ1Zsa6JB8V7ekfhzRL3bytdBfRQ,250,250,0, no, no, no,no,no
SSpS5RsphNZZaprj96fEdqyazWfe5jmNQp,250,250,0, no, no, no,no,no
SSq9xNjp6TvNA6a5ybe7xT5MSgyVELkXm1,250,250,0, no, no, no,no,no
SSqVrt4SNW1zppGygxHo469bhcqtdpjMj6,250,250,0, no, no, no,no,no
SSsnhMAdw9sbGmtEuH51kxkqFfLCj6tnoe,1000,1000,0, no, no, no,yes,no
SStmeeZzxV18jBRKYwW5jsUWcHVZ4GzyWu,250,250,0, no, no, no,no,no
SStpanUotmqaqbDrFvjRrQWHdfxmPUiKRU,250,250,0, no, no, no,no,no
SSu5KZMf2TL8EPF7sBn5vyJ8vsUu8rU3GV,40,40,0, no, no, no,no,no
SSu8EbZwYC2kSw7reLzy522bgifVBDWvsq,250,250,0, no, no, no,no,no
SSuZvaVBAFaizboTENSmCJnW4oYuAMbKWv,1001,1001,0, no, no, no,yes,no
SSue12msbDoXEoztuLZizdPUbQhAiX8igT,250,250,0, no, no, no,no,no
SSus5upf5cJjBbSNHyTwwb5WyLTekEFtvn,199,199,0, no, no, no,no,no
SSwqigmbARaBeNGWNxdjZ99emqadL4P25L,250,250,0, no, no, no,no,no
SSx1Bc4xAX5LARMgMshQNpJaYD6WXPbQ8w,250,250,0, no, no, no,no,no
SSxMjpkQwvXn2qknngPDHaN5MTFcHU8B8U,250,250,0, no, no, no,no,no
SSzBZ3zHLVCq4sSM1tgzYAiKJVY1oUDrrp,25000,25000,0, no, no, no,yes,no
ST15aozvSv5cnYjezjv9Lvi4uL9PiA4T9w,250,250,0, no, no, no,no,no
ST2uSs7RWJVfk88bW2m7wruXbVH7iijkYG,250,250,0, no, no, no,no,no
ST3E2xcm2ThF8sjGVRh9UBzCa6eMYtnhtZ,250,250,0, no, no, no,no,no
ST5Hfv3YGL42pJkz9ogqGk4cizCfUWtbpJ,250,250,0, no, no, no,no,no
ST5fs2iKgFGkjwSE87HrCDchfHLTfgVqiw,5000,5000,0, no, no, no,yes,no
ST8KuKbJ5BwsA8m6tr4BGGBAkRrSvYEmx3,250,250,0, no, no, no,no,no
ST9Ao9vsKd52nvch7xcpPvokLW2GiQCir3,10000,10000,0, no, no, no,yes,no
ST9yxmHjmSwXWihHmWJP56aCHXYmW19KkW,1000,1000,0, no, no, no,yes,no
STAbTVrtQ8WmtX9F57sXuFzhLVV64DAUan,200000,200000,0, no, no, no,yes,no
STAsY7jviizDqtdNc1wp8yMzVTfhAszqqH,250,250,0, no, no, no,no,no
STAy3y3JnKWDWF13whbze9hSiF27pdRiAc,1057,1057,0, no, no, no,yes,no
STBMtv3D8ArcUtXU9QmL8Wnfv6c21xrByt,250,250,0, no, no, no,no,no
STDdYdg4MbupS9SQVbDGXj9wKTBWMUASBL,250,250,0, no, no, no,no,no
STDgV5VPDKE9ChJy4b9UVXWCxXvRntWD7y,500,500,0, no, no, no,no,no
STEKa8dnXkMJ1PATaMxzjYs9VjVocvSK9b,1500,1500,0, no, no, no,yes,no
STEWLWYshKAob9L5172UZXFRj4RdzsDRgR,250,250,0, no, no, no,no,no
STEyKVSVoDBWowGFFFn1qPzEDg9XUVcW3y,250,250,0, no, no, no,no,no
STGSwq6jqVaBcyfZbvkrzPQCV6M9uEmU5K,250,250,0, no, no, no,no,no
STGTy1QpGrKS6ReWgzgme5T6Dz9knggztn,250,250,0, no, no, no,no,no
STGket9tEfXr2Zh8zFiyvku4LqZWKVWSq5,50000,50000,0, no, no, no,yes,no
STHJuVYzqV2AWtAjbrEgfwue87qNt7wJLs,250,250,0, no, no, no,no,no
STHh1tdA8urNMhUUHesEnHmHvrzpQXs69L,250,250,0, no, no, no,no,no
STJXqJvDiYB33ykw9PUvqNYFNzHDkNrHgk,250,250,0, no, no, no,no,no
STK3c3FxvMGaHacBTpintcL6hqx2PwujAt,1751,1751,0, no, no, no,yes,no
STK86ZMWJ38AMSnt9Yc4Kafy6vvUNgu6jm,250,250,0, no, no, no,no,no
STKrNiMrwJsKHgBvDxtJBLxEgyabAGQ4FC,250,250,0, no, no, no,no,no
STKrc46GGPAA96PuENXmQc95SffMeJ9LAH,250,250,0, no, no, no,no,no
STL9GTG4RYnL9TRC1LCVW4jt9eyHYV6Zkj,250,250,0, no, no, no,no,no
STLD8tfRTWjRcwD3QmmVCYdBJcmxMLzqXs,1000,1000,0, no, no, no,yes,no
STNgj543zduXGcMtKBTxugEjKn6noKjgrT,250,250,0, no, no, no,no,no
STPTGxxToBidE1Lc5tS4CJYNMu4dgxHDQm,250,250,0, no, no, no,no,no
STS3cy18T5djuriyW8YTLfoQD4ettNR4EZ,95249,95249,0, no, no, no,yes,no
STShm5BVZ9jDby3MSPLaHLVFQmq92STWMb,1000,1000,0, no, no, no,yes,no
STTKorcXvaHyfWMAEFNPNPk6fxRd9eBZzE,250,250,0, no, no, no,no,no
STUrsxGiDzJJqWPUL2r2VjBMSxhJodvnXs,5749,5749,0, no, no, no,yes,no
STUxhmyx2LNcrPM19MXaeaFrNDUHDx9Mcy,250,250,0, no, no, no,no,no
STUy259rTZW5K7pJA48JvkWnBcxUPJt11X,1001,1001,0, no, no, no,yes,no
STWQpESAFiF4pFUaM7tRcGnxMPZ8MxJR7F,50000,50000,0, no, no, no,yes,no
STWVZ5WAXYEFKJ2VVu1v2JwtyJkxEVtadz,250,250,0, no, no, no,no,no
STWZ2F9gAdSN9ravvhm6XzfkYnwMAF8xhu,500,500,0, no, no, no,no,no
STX3XGhHyFHwP6baUzY9GictDUXnRW4tk2,347036,347036,0, no, no, no,yes,no
STX4y1aXmGscrAhyZgLpULFfvcUJLm3EVM,250,250,0, no, no, no,no,no
STXKx4ZhypbJjmepZQYtZ539KCC2FBoHwZ,250,250,0, no, no, no,no,no
STY6qCQKTzGpPN3RPFfcpzzcBUKZxsKQsU,250,250,0, no, no, no,no,no
STYzXM1p2s3LHwirjbyyLAeVn4gzJ5qwYK,250,250,0, no, no, no,no,no
STbTSmwZu6QnWKhVApbugTvATpZ3s9VMq1,250,250,0, no, no, no,no,no
STbv3rqNNss7e9HBLNpYjtzD1Z7HB4ebGu,250,250,0, no, no, no,no,no
STdnjCjGAvnD4CHxnydY2TTM8fKtNcBEPU,250,250,0, no, no, no,no,no
STeocogYLnWeZcwqorrXiSsxyMY9rtDDe9,1000,1000,0, no, no, no,yes,no
STf2NbYsLLYH3ExM64U9uAJ9BiXCk2ToZ4,250,250,0, no, no, no,no,no
STf473z3fm1TXgTxkpZZiDMncVquZsRyVM,0,0,0, no, no, no,no,no
STf5DyuNi79fRzEvu3kq7toNZKefSZeEod,250,250,0, no, no, no,no,no
STf677MQuBfnP96YyEkfg4oW5fp9BT9Mcg,250,250,0, no, no, no,no,no
STfApjvoZ1FYWoxwUFi28kUDmAnnUfTcMR,250,250,0, no, no, no,no,no
STgppFsU3Qaj9dUzVw7ixsqhL5XgxQ2zNi,250,250,0, no, no, no,no,no
SThSHmKYoU5S2QYcfBdeREk9axzmHxMHFN,250,250,0, no, no, no,no,no
STibUr6fD1XbWEYvCN9pTq2am26QxGFXVi,250,250,0, no, no, no,no,no
STir1Zrt6Am3skYPaqG6nmCjDECQ8iKww5,250,250,0, no, no, no,no,no
STjGZLXnmw2wG1HWch6mJxW8r5AZEt5TmB,500,500,0, no, no, no,no,no
STjUF9SWEXrDbk8xWoPwNgF1F9mjkRFAX1,1000,1000,0, no, no, no,yes,no
STkREiaSUFJUYgGtHDF9m8DGrDyUDr9Ska,250,250,0, no, no, no,no,no
STmB7nRsjkjSpeHnrKvrDULsrE5srspWCQ,250,250,0, no, no, no,no,no
STmEKQmjBz2dESZCz5RH7VkASwBcYaKrY3,250,250,0, no, no, no,no,no
STmU8ciPhuQzWYNqHeDjfaTQz9aGpRBjRK,50000,50000,0, no, no, no,yes,no
STmZbWPs46KMGguGR2ACcg9rSyAE8P9mnr,20,20,0, no, no, no,no,no
STmauNbzd4dcVKppP5yYuPLJASpmT35LCA,250,250,0, no, no, no,no,no
STmwVFcuMDJiB3DG5U1t2kmkqnxtJqyofp,250,250,0, no, no, no,no,no
STo8zkM7EuuaqvP4iX19XivnM7itQgEZ3s,1001,1001,0, no, no, no,yes,no
STogUoLkXCbdQr1vuJmW9mGtxQ95fq9Saf,250,250,0, no, no, no,no,no
STosRNiHKiNbr46JKztsMswwARHo1cFmHW,250,250,0, no, no, no,no,no
STpDSPs1tZreDodho7z9vcmoY324VWM4SX,250,250,0, no, no, no,no,no
STpYbuxhEn4c3r3spWi4dTKRSwtaz1k4Mb,250,250,0, no, no, no,no,no
STqdAwivMHocgytgpmt1RpJGLpf4UfBPA9,1250,1250,0, no, no, no,yes,no
STsCCREMpT1Ry2o9JwjFbgudKsRxnwMqrC,250,250,0, no, no, no,no,no
STw8bvynewZgbeyGHzr4uADySDtdse1KaS,250,250,0, no, no, no,no,no
STwHsZ7WAUdX2sLS9JU8J32175YatEUxhe,20,20,0, no, no, no,no,no
STwcmkGrgjpRNuE4NLD8Qbi6fGZ5fZxQqL,50,50,0, no, no, no,no,no
STwfHS8sjn7kSSoqRibu2nduMatBiA7JbJ,250,250,0, no, no, no,no,no
STx42TLqYAvt3FUZnSNVZUFLakJgbjPbUZ,250,250,0, no, no, no,no,no
STx61myBus9EUNt9UMZTd7G6n3ZxF44cUf,250,250,0, no, no, no,no,no
STxZ4vZ1CDA8LDrqV8wWdndcLpBKDokDjv,15749,15749,0, no, no, no,yes,no
STyghWzM8Yp1WK6TmvGqiJbiWNLramP68b,250,250,0, no, no, no,no,no
STz3s9HCzZqiVzCVk4APJjhUnFHFqgQJCh,2438,2438,0, no, no, no,yes,no
STzfxn6LxZGe1B6VBgw3fX4bVTHxia55vy,250,250,0, no, no, no,no,no
SU2Rr1irHxBJsPEprc3XcJ2XvrU1CegHLN,200000,200000,0, no, no, no,yes,no
SU53xW524oKSL8ZFMn1qWtKKsqFsmrdNXQ,40,40,0, no, no, no,no,no
SU5bKb35xUV8aHG5dNarWHB3HBVjcCRjYo,14005500,14005500,0, no, no, no,yes,no
SU9LvSQSqfgnC5MWfKsQAFnPrFnXu3PR5b,250,250,0, no, no, no,no,no
SUAzwC2rsCfybsRyUUNTpEa3aQiqHT5SgV,250,250,0, no, no, no,no,no
SUCTX54TY8orMQJXGyEWMAcFaZNegaPF2W,4999,4999,0, no, no, no,yes,no
SUD65qYAivnSMnv8yUfWuDY45dJvbaD2KC,250,250,0, no, no, no,no,no
SUDAixhBBUnY537qdBmxqGpb6kK6ARFaJi,38855,38855,0, no, no, no,yes,no
SUEe2ibf2ZjVDApvzAJbkKH84QaabaKzYF,12250,12250,0, no, no, no,yes,no
SUGZfx1J8x18uH7b1BXi59gqCFa4yh1fue,40,40,0, no, no, no,no,no
SUGoEtCjE9u1w3vPuv4VRr4dkUF8RXK1P5,500,500,0, no, no, no,no,no
SUHMjjAFHS97qPrWu9rvetW4Wgf4ZKHP9x,250,250,0, no, no, no,no,no
SUJFekCqCV1aFX4U6FdV4Mkf6LcoeDbJzF,0,0,0, no, no, no,no,no
SUJr3oqRqymv5hWWUTr33kKcvUKz42HSnN,250,250,0, no, no, no,no,no
SUK8BEXLNbht5Un5fFtSgpdHHEL7b5qxqv,250,250,0, no, no, no,no,no
SUKAEKf93CeW4Pt811WVVFnMHC8H8Z85Zz,250,250,0, no, no, no,no,no
SUNR9eht7969vh9ckJGkFbLd7mmWtqfsan,250,250,0, no, no, no,no,no
SUPY8XuJr86H1taaeWw8TmgsJsQWDznfyo,250,250,0, no, no, no,no,no
SUPYefAf75n7MRQETdmYQByvGNEn8kqmHc,250,250,0, no, no, no,no,no
SURaUqRxaTUxRfbH4UzKfU5SkKLn9za9SK,250,250,0, no, no, no,no,no
SUSTZ3MQJbuS1CKheSsWXoez3Y3nEV7cdr,250,250,0, no, no, no,no,no
SUU8wXCjxPkMsztDfH4uHW56kMyNWeuzHc,1500,1500,0, no, no, no,yes,no
SUVVqz5EDE14MWmJ3R3bzeXMe8razCUyN6,250,250,0, no, no, no,no,no
SUVzwFbWozWirWz9TYqGSDx8sSRuk4p81Q,250,250,0, no, no, no,no,no
SUWgQyVG7NhsD9F5G8ER6GDn8tEqyTSW5G,250,250,0, no, no, no,no,no
SUX7xLvQWHTx7GyXaVRYtGGn3DjEwryhru,250,250,0, no, no, no,no,no
SUYM2WtD6xBfmUpNko2ki21VwYtef1drL7,500,500,0, no, no, no,no,no
SUYpGWK3X9kr2atD6ofTrrn85SuoM17jPS,1000,1000,0, no, no, no,yes,no
SUZee9WWnn8oA14DRqEMa6ELfRD8H5mYvv,250,250,0, no, no, no,no,no
SUZuyKSchwrznwsYgvsDLb72pxHMHDpDqK,250,250,0, no, no, no,no,no
SUasCnejJwBMPFym67wrrV7M2L1sJKHMhN,250,250,0, no, no, no,no,no
SUchHr62APN9WpwLQ4cA8sdekUsV1ww3av,250,250,0, no, no, no,no,no
SUggCpo87qoi1sHp4HWBDqFzpbVV3JV1dg,250,250,0, no, no, no,no,no
SUgtar9c13NF4wHV6SvDBsN447ukyn1diy,250,250,0, no, no, no,no,no
SUh6hJqRZnobrWNsMd2qD8YTXDJPTE36cj,250,250,0, no, no, no,no,no
SUkWAqz51HLbmAJBmoKYiChe7kXtZPQDur,20000,20000,0, no, no, no,yes,no
SUmvNbWsQ5mkwj22PYMoZBfek8RbnA3oPs,1000,1000,0, no, no, no,yes,no
SUnJ68PjQqUu46xgmZBvxkyELwRPLsfbqk,250,250,0, no, no, no,no,no
SUnahAxg98ic7QSkoYe6jJar9q7DfFsQqa,250,250,0, no, no, no,no,no
SUoHNMsGg8WVvHHztfCB1cUQam1ubsg1AS,25000,25000,0, no, no, no,yes,no
SUsVQLSkehUy3AaB4G5um6CJzSXieVW8GH,250,250,0, no, no, no,no,no
SUszWtULs5265miVY2WJ1o9BcVXuPhJeFM,250,250,0, no, no, no,no,no
SUt38Y3sZ9z4HxinfbTZ7BqNRjGP6sp8F2,250,250,0, no, no, no,no,no
SUtDALGtUCb9CcBPChymEEKggtANeAoKrX,1500,1500,0, no, no, no,yes,no
SUtfKQyWz5QuHTvpeF76UGfbEpodgrh4hn,1250,1250,0, no, no, no,yes,no
SUtkuQXV6Rrszz8YVzzNqEk8yFcUGxtBU2,200000,200000,0, no, no, no,yes,no
SUuKszmV4Nyv8RKmx3iEqc56Hs2iREseey,250,250,0, no, no, no,no,no
SUv8YHzxsrZeThX3dbviBRuYZxjb7tUKJs,250,250,0, no, no, no,no,no
SUvyLnFgRJgaEzq6kDbVPJPUYRBM3nL5vB,250,250,0, no, no, no,no,no
SUwgHur2Yhz1gLb94gv3PhrHvdHoHzMm7i,250,250,0, no, no, no,no,no
SUxkWnJ2QjAScDttuhBXmVSCwKBzmtHt5x,50000,50000,0, no, no, no,yes,no
SUy64Cg7Cht4WcjRDmqQn4uEBKuavaXs22,250,250,0, no, no, no,no,no
SUyWLfe53kGXjaZQjZUPt8CrMiqfXPaFJk,1750,1750,0, no, no, no,yes,no
SUzS8Nz1mVVW8H37CZJscHrLGu8apYVNa3,250,250,0, no, no, no,no,no
SV1d9brWv8qWLuPRsTWekQEctBaS2LcyBg,250,250,0, no, no, no,no,no
SV2hxon1kkiPikKugouh9Yxz7pnTEcWcJD,40,40,0, no, no, no,no,no
SV3DkX73KAwTX93SHK5aL8p4DVXR1ttSAv,250,250,0, no, no, no,no,no
SV3MgQgKNwsxCFFqs6anWVrSKfo2nCcHQ3,250,250,0, no, no, no,no,no
SV3Tg4FQd2pQSGphsFTRVcpMax53PYqhPt,250,250,0, no, no, no,no,no
SV6S98HKL9MYivBtvY2dbMKGHTJCejcaLg,299999,299999,0, no, no, no,yes,no
SV6SK7AmQEhBh8pPNu5jyHagcV2FGrAnqD,250,250,0, no, no, no,no,no
SVAQ6VwnRJZq2mszVAP5EjKEbwQCsiJSb9,250,250,0, no, no, no,no,no
SVAV5c4Kiz4d73kPN6mXT6e8fKD7HkuWYf,250,250,0, no, no, no,no,no
SVCUKVfrsxC31T68VoUrbozEFHZcAujCn7,1500,1500,0, no, no, no,yes,no
SVD26uMrSPNvfNE7L1kFSSjWPb3s7CbuRb,250,250,0, no, no, no,no,no
SVDCHZM3cQXNCChKKPpzriqi3WsoZbK8DL,3,3,0, no, no, no,no,no
SVDz8KBa2zu6UZMLfisepZnPCi3mvBs6Pj,250,250,0, no, no, no,no,no
SVEo5SGrGKyu7yWjTx4X12e9NGTvddQeEa,7175,7175,0, no, no, no,yes,no
SVFMK2k95LEXdfyQypQbrVYaDEKC3E9JBG,250,250,0, no, no, no,no,no
SVGW2pnPoiLwqUeEWHU5qjAHPosWmeD5SG,250,250,0, no, no, no,no,no
SVGXTEXcoGYm8xCY7yBAK69UYoHQWFBKZd,250,250,0, no, no, no,no,no
SVJERGyMzEY9x4HbmvixqGtjqSLwzpW2WP,250,250,0, no, no, no,no,no
SVJX1UDRY4VbBtekdbEDrzCPy6dvX1jMSo,250,250,0, no, no, no,no,no
